Ha_FWQM_1_4 Ha_FWHM Ha_FWQM_3_4 Hb_FWQM_1_4 Hb_FWHM Hb_FWQM_3_4 EW_b_Ha EW_b_Hb EW_n_Ha EW_n_Hb EW_n_OIII EW_FeII integrated_flux_b_Ha integrated_flux_b_Hb integrated_flux_n_Ha integrated_flux_n_Hb integrated_flux_n_OIII integrated_flux_FeII L5100 sigma_line_Ha sigma_line_Hb v_peak A.I._Ha K.I._Ha A.I._Hb K.I._Hb
8657.670315353807 5596.072230346586 3497.3020056180703 9663.186048390446 5917.0935487834995 3570.2072876422317 455.1322571820649 89.04976625175298 38.188226275240964 7.422627669398564 75.05015808682572 31.31304736034361 44.17320576867997 11.236961732102994 3.7052504215915922 0.9340635099768827 9.09432464378324 15.80051498532984 1.1636215170386438e+55 4593.094496793269 3539.29623339518 61.246652739464764 -0.0663644251913818 0.4039541676027829 -0.17511134608334034 0.3694648193425713
8665.479293210092 5601.926007731803 3499.258641635227 9629.090792538746 5896.111755736654 3559.7184064020657 454.6241713377838 88.90700034077743 38.06797878678824 7.549679482302304 75.00211045987635 31.31304736034361 44.117006524450446 11.219333793578972 3.6930157597499162 0.9501539050625576 9.09009175009599 15.80025163648508 1.1629336142151739e+55 4604.178763482899 3532.276561273847 60.25910611171452 -0.06802055912151966 0.40381593714927 -0.17328402759024197 0.3696837513631474
8605.202814852493 5557.202631562774 3472.035945866103 9699.99497494262 5925.003696466907 3570.2281910479014 454.02393415852174 89.40615978523037 38.132501033866305 7.440581750219493 75.40047222778267 31.31304736034361 44.140580985382826 11.278412550218523 3.7061573044096767 0.9360711864383239 9.132990575744968 15.80452624122375 1.1652479499819964e+55 4535.686693654072 3546.9788356436425 59.491739761762275 -0.06206540342535825 0.4034810126582262 -0.17502279374551416 0.36806495263870187
8700.50750522463 5642.783874951238 3530.3870158691443 9621.233195457546 5893.497550832772 3559.7250240220196 455.31505264716776 88.84167886001501 39.34007186650079 7.138646174490248 75.73151221732876 31.31304736034361 44.13649818304073 11.21420850701601 3.8122521358138983 0.8987099147683048 9.17892143284727 15.80594324151336 1.1677990352170594e+55 4635.426562305595 3528.0781233720377 59.701895242631906 -0.06747780550527846 0.40576794097920804 -0.17164664842799524 0.36998635743520547
8683.008930618671 5605.831482536489 3503.1583969633393 9655.36866675352 5935.505316892133 3588.6049394920856 454.51920441575703 89.04662412447796 38.25674126480156 7.710750394230591 74.45521399551399 31.31304736034361 44.096590961986315 11.233952353915619 3.710454112632594 0.9702382497277167 9.021837512952256 15.797507581559858 1.162978290989252e+55 4597.069734587215 3529.0751933691663 59.44380296749539 -0.06739148485725664 0.4034498207885336 -0.1711425869628116 0.37166938553561235
8624.6181790922 5588.301314508784 3495.362847954141 9576.572317989237 5911.853305951743 3585.964305475075 456.1905586816955 88.96844570740666 38.30439406190974 7.431960688012831 74.94109825230782 31.31304736034361 44.264365664546304 11.222570686454418 3.71557416924028 0.9350154194523355 9.079874315789274 15.794989803852763 1.1648538178579571e+55 4585.768417206206 3513.1024437501046 60.736507896622136 -0.06609159597190081 0.4052774018944514 -0.1713692265199576 0.37445175438595846
8679.100834097066 5599.984603622871 3499.2609593322386 9736.728845287362 5959.11956829401 3588.5975550034486 452.0320332165325 89.44736961526193 38.67578347826634 7.279734822153384 74.71094307364747 31.31304736034361 43.94153170570337 11.287432064717837 3.7585224589281125 0.9161367087767643 9.053197703443509 15.807073111358386 1.1623041505003e+55 4550.081496045399 3551.321358491463 60.060581652961126 -0.06408158239045096 0.4031824294038503 -0.17484289447280854 0.36856295497438574
8649.94908576159 5592.2202881862895 3495.380820128972 9629.124965701158 5880.381658443481 3546.6051877487 457.0005163897355 89.67623520541339 38.440751923013245 7.37225087125703 75.16237352846436 31.31304736034361 44.26890696070432 11.318889909380344 3.722492941404636 0.9279460613832228 9.109215859711233 15.799419277273602 1.1635611977346462e+55 4631.099284911414 3536.873786666502 59.19537150176493 -0.06424740053746993 0.4040926467281304 -0.1712387394584657 0.368320610687022
8684.893335488763 5619.408028270329 3514.8045368932508 9773.432912797422 5980.09137130065 3601.705602030144 456.0695752432004 88.14948135070344 38.766447961863186 8.01266024052815 75.13022173844425 31.31304736034361 44.17587468387713 11.133361030639108 3.7538114729386343 1.0091372249652768 9.111337255271986 15.80515454136639 1.1663020554819197e+55 4648.155482048385 3561.235325578368 61.53913652942901 -0.06698928723557282 0.40470324748040754 -0.1813637968748419 0.3685200107440281
8786.058825415923 5677.774122512576 3549.824519899078 9697.325680652451 5995.855943316215 3630.5905295999455 459.5154259779272 89.1691315607379 39.17056450471555 7.203052573448584 74.33520721643235 31.31304736034361 44.4168744270587 11.257215424178145 3.7850587480163904 0.9068363240540895 9.013775205363409 15.789997870782495 1.1613020383930318e+55 4697.3906824452515 3533.9130023803605 60.85563201034185 -0.06855984118590801 0.40402922293557864 -0.16992340043200493 0.3743909041689186
